occ,exposure_A,exposure_B,social_share,pctl_A,pctl_B,occ_title_onetsoc2010,daioe_allapps,pctl_rank_allapps,corr_A_vs_DAIOE,corr_B_vs_DAIOE,delta_e_2023,delta_DAIOE_2023,pctl_new_2023,corr_new_vs_old
17-2141.02,31.697140128364424,26.406888451178745,0.1001680240927728,92.95336787564769,94.71502590673576,Automotive Engineers,41.34457,84.940002,0.215631786920202,0.1966496707826023,0.49646184576645597,0.2464743643018363,66.83937823834196,0.7909512460114306
25-9021.00,31.68898219071138,23.77879265311243,0.1663286621190916,92.84974093264248,88.29015544041451,Farm and Home Management Advisors,30.529505,43.939999,0.215631786920202,0.1966496707826023,0.5016556796119681,0.2516584208869456,68.49740932642487,0.7909512460114306
19-1042.00,31.549575466015725,26.063206993837724,0.1052512162734842,92.74611398963732,93.98963730569947,"Medical Scientists, Except Epidemiologists",42.21463,87.529999,0.215631786920202,0.1966496707826023,0.561983674612822,0.31582565053133016,87.25388601036269,0.7909512460114306
17-2199.06,31.47643961934847,26.403806263146095,0.0960587520156639,92.64248704663213,94.61139896373057,Microsystems Engineers,38.845818,75.720001,0.215631786920202,0.1966496707826023,0.4920807611320345,0.24214347547628243,65.69948186528498,0.7909512460114306
17-2121.02,31.443747608493435,26.444651942087063,0.0945199747259716,92.53886010362694,94.81865284974091,Marine Architects,41.107235,84.110001,0.215631786920202,0.1966496707826023,0.5017467272732936,0.2517497783294609,68.60103626943005,0.7909512460114306
11-3051.06,31.430506360007072,24.5790008033151,0.1393772190236446,92.43523316062176,90.56994818652848,Hydroelectric Production Managers,30.665232,45.389999,0.215631786920202,0.1966496707826023,0.4422866052622719,0.19561744119442476,54.92227979274612,0.7909512460114306
29-1199.04,31.39227534452524,24.71310459510788,0.1351341901158695,92.33160621761658,90.88082901554404,Naturopathic Physicians,37.4809,70.959999,0.215631786920202,0.1966496707826023,0.5543499404278963,0.3073038564524122,84.55958549222798,0.7909512460114306
29-1141.04,31.275237354618103,23.132869031924848,0.1759913202174849,92.2279792746114,86.21761658031087,Clinical Nurse Specialists,24.207233,6.9899998,0.215631786920202,0.1966496707826023,0.4286755077968842,0.18376269098491652,53.16062176165803,0.7909512460114306
17-3024.01,31.155562623400904,26.893673759893336,0.0792358995196734,92.12435233160622,95.44041450777202,Robotics Technicians,29.516436,36.799999,0.215631786920202,0.1966496707826023,0.33367253784155537,0.1113373625096242,36.06217616580311,0.7909512460114306
17-2081.01,31.067486156648,25.248850554237844,0.1152257523547649,92.02072538860104,92.43523316062176,Water/Wastewater Engineers,43.302517,89.699997,0.215631786920202,0.1966496707826023,0.5342701865032564,0.2854446321862244,76.47668393782384,0.7909512460114306
29-1069.02,30.95197011330381,24.18289509967247,0.1399558445283711,91.91709844559584,89.84455958549223,Dermatologists,32.381378,52.740002,0.215631786920202,0.1966496707826023,0.4743024091783096,0.22496277535234865,61.865284974093264,0.7909512460114306
33-3021.01,30.943786883837323,25.230804150162474,0.1132144401675374,91.81347150259067,92.33160621761658,Police Detectives,28.165606,28.52,0.215631786920202,0.1966496707826023,0.3955500538241923,0.1564598450803214,46.21761658031088,0.7909512460114306
17-2199.07,30.894428122586092,26.37240951359228,0.0857338918285637,91.70984455958548,94.50777202072538,Photonics Engineers,40.642944,82.559998,0.215631786920202,0.1966496707826023,0.45325291706458626,0.2054382068275567,57.82383419689119,0.7909512460114306
21-1014.00,30.84536370800644,22.390597246312456,0.1888017181651198,91.60621761658032,83.62694300518135,Mental Health Counselors,31.189999,47.57,0.215631786920202,0.1966496707826023,0.6033406605390872,0.364019952659742,97.8238341968912,0.7909512460114306
23-1011.00,30.8327090822466,23.055326053260533,0.1686678169508293,91.50259067357511,85.69948186528498,Lawyers,34.763546,61.02,0.215631786920202,0.1966496707826023,0.5894755775437461,0.3474814565205331,95.95854922279793,0.7909512460114306
17-2051.01,30.80009576101468,25.37240847410608,0.1069604269623801,91.39896373056996,92.53886010362694,Transportation Engineers,43.235161,89.389999,0.215631786920202,0.1966496707826023,0.534873367173149,0.2860895189111423,76.78756476683938,0.7909512460114306
33-3021.03,30.745093205399517,24.52497755359056,0.1268118520846169,91.29533678756476,90.36269430051811,Criminal Investigators and Special Agents,29.589619,37.220001,0.215631786920202,0.1966496707826023,0.41284971472969617,0.17044488695239152,50.362694300518136,0.7909512460114306
49-1011.00,30.63525268005937,24.03127138799763,0.1374039097939711,91.19170984455958,88.9119170984456,"First-Line Supervisors of Mechanics, Installers, and Repairers",27.281092,23.450001,0.215631786920202,0.1966496707826023,0.3912829396676317,0.15310233887494354,45.181347150259064,0.7909512460114306
29-1065.00,30.56319625576885,24.06997438496056,0.1348821932038573,91.0880829015544,89.32642487046633,"Pediatricians, General",36.786957,67.959999,0.215631786920202,0.1966496707826023,0.5556310716957913,0.30872588783381355,85.07772020725389,0.7909512460114306
49-9095.00,30.489653518249963,25.21268244427987,0.1046491400832144,90.98445595854922,92.2279792746114,Manufactured Building and Mobile Home Installers,20.79347,0.77999997,0.215631786920202,0.1966496707826023,0.2300208061369549,0.052909571255894586,11.295336787564766,0.7909512460114306
41-9031.00,30.469272121879467,22.24017396957778,0.1850052558841993,90.88082901554404,82.79792746113989,Sales Engineers,31.79833,50.470001,0.215631786920202,0.1966496707826023,0.534863428710356,0.28607888737179804,76.6839378238342,0.7909512460114306
11-9032.00,30.372982165460986,22.01614272007809,0.1897889097021907,90.77720207253886,82.1761658031088,"Education Administrators, Elementary and Secondary School",30.805584,46.009998,0.215631786920202,0.1966496707826023,0.5500001822400951,0.3025002004641378,82.59067357512953,0.7909512460114306
33-2021.02,30.347261722823113,25.47589453187181,0.0956073825956717,90.67357512953367,92.84974093264248,Fire Investigators,31.784954,50.259998,0.215631786920202,0.1966496707826023,0.3799508916686881,0.14436268007983116,43.523316062176164,0.7909512460114306
17-3029.04,30.227031758353817,25.87248370800895,0.0841540398573503,90.56994818652848,93.57512953367876,Electronics Engineering Technologists,36.015148,65.889999,0.215631786920202,0.1966496707826023,0.39979667325380924,0.15983737994481312,47.35751295336787,0.7909512460114306
29-1071.00,30.162591290945585,23.012650242456967,0.1553480579845906,90.46632124352332,85.49222797927462,Physician Assistants,29.420959,36.490002,0.215631786920202,0.1966496707826023,0.4683166714817002,0.2193205047876987,60.62176165803109,0.7909512460114306
33-3051.03,30.161188772039804,22.58387505372717,0.1677593792094174,90.36269430051811,84.66321243523316,Sheriffs and Deputy Sheriffs,21.00662,1.09,0.215631786920202,0.1966496707826023,0.329288575011552,0.10843096563313852,35.233160621761655,0.7909512460114306
17-1022.00,30.129086739290432,25.032736234791457,0.1017937163700042,90.25906735751296,91.50259067357511,Surveyors,30.628189,45.080002,0.215631786920202,0.1966496707826023,0.3722333310990466,0.13855765278109244,42.17616580310881,0.7909512460114306
19-2041.00,30.0497841481668,24.282543513624216,0.1187528116917973,90.15544041450777,89.94818652849742,"Environmental Scientists and Specialists, Including Health",37.612206,71.269997,0.215631786920202,0.1966496707826023,0.5119233500803488,0.26206551635748737,70.36269430051813,0.7909512460114306
13-1199.04,30.01703814375771,23.39297814382837,0.1415822294878885,90.05181347150258,87.25388601036269,Business Continuity Planners,41.394318,85.139999,0.215631786920202,0.1966496707826023,0.562642957897536,0.31656709807168854,87.46113989637306,0.7909512460114306
