occ,exposure_A,exposure_B,social_share,pctl_A,pctl_B,occ_title_onetsoc2010,daioe_allapps,pctl_rank_allapps,corr_A_vs_DAIOE,corr_B_vs_DAIOE
53-2022.00,26.174284043525162,20.752953289400708,0.1306158858096916,75.23316062176166,75.33678756476684,Airfield Operations Specialists,34.50465,59.779999,0.21563178692020205,0.19664967078260237
25-2021.00,26.152424969305756,19.66509120400177,0.16494542786518682,75.12953367875647,68.29015544041451,"Elementary School Teachers, Except Special Education",35.237049,63.41,0.21563178692020205,0.19664967078260237
11-3051.02,26.130338711832557,20.189249747681895,0.14713496138787457,75.02590673575129,71.70984455958549,Geothermal Production Managers,32.492168,52.950001,0.21563178692020205,0.19664967078260237
27-1022.00,26.12950216349333,19.09486454272692,0.18420234417022474,74.92227979274611,64.24870466321244,Fashion Designers,33.76075,57.709999,0.21563178692020205,0.19664967078260237
53-6051.01,26.122347041843692,21.809328035100336,0.09888014430802047,74.81865284974093,81.03626943005182,Aviation Inspectors,33.180119,55.119999,0.21563178692020205,0.19664967078260237
27-2041.01,26.10992881365703,19.187896837043436,0.18037495290391026,74.71502590673575,64.87046632124353,Music Directors,31.240334,47.77,0.21563178692020205,0.19664967078260237
19-4091.00,26.0637907917383,21.399504314677188,0.10898118032252821,74.61139896373057,79.17098445595855,"Environmental Science and Protection Technicians, Including Health",32.036354,51.599998,0.21563178692020205,0.19664967078260237
21-1022.00,26.05786934095139,18.6146032409266,0.19993082859966135,74.50777202072538,60.829015544041454,Healthcare Social Workers,30.621389,44.880001,0.21563178692020205,0.19664967078260237
11-9111.00,26.035290008873876,18.40551575411872,0.20726868936144296,74.4041450777202,59.689119170984455,Medical and Health Services Managers,33.596825,57.09,0.21563178692020205,0.19664967078260237
11-1011.03,26.021710664687088,19.450387348916973,0.16892525577738732,74.30051813471502,67.35751295336787,Chief Sustainability Officers,39.212631,77.480003,0.21563178692020205,0.19664967078260237
19-1031.02,25.991135998217242,19.825594585893953,0.1554944893483828,74.19689119170984,69.53367875647669,Range Managers,29.411716,36.279999,0.21563178692020205,0.19664967078260237
33-3021.05,25.97954632024825,20.73526186130618,0.12645811984483216,74.09326424870466,75.23316062176166,Immigration and Customs Inspectors,28.768402,32.450001,0.21563178692020205,0.19664967078260237
17-3029.12,25.974755779839093,23.07077461631757,0.06293636021799603,73.98963730569949,85.90673575129534,Nanotechnology Engineering Technicians,31.737991,49.740002,0.21563178692020205,0.19664967078260237
17-3027.00,25.95556143166899,21.758043221552246,0.09645900064117278,73.88601036269431,80.93264248704664,Mechanical Engineering Technicians,29.797218,38.77,0.21563178692020205,0.19664967078260237
11-9121.01,25.89238215532117,18.96821176572182,0.18252037870307525,73.78238341968913,63.41968911917098,Clinical Research Coordinators,36.688568,67.440002,0.21563178692020205,0.19664967078260237
15-1111.00,25.872376214068126,21.368873886790308,0.10537528442389676,73.67875647668394,78.860103626943,Computer and Information Research Scientists,44.848518,94.150002,0.21563178692020205,0.19664967078260237
29-2061.00,25.835863134596554,18.96443223076417,0.18116627010550634,73.57512953367876,63.3160621761658,Licensed Practical and Licensed Vocational Nurses,22.773802,3.26,0.21563178692020205,0.19664967078260237
19-3091.01,25.804624549398376,20.73322180744104,0.12230136707786617,73.47150259067358,75.12953367875647,Anthropologists,44.085762,92.080002,0.21563178692020205,0.19664967078260237
19-1023.00,25.798199837576743,20.722748944227813,0.12246084983726692,73.3678756476684,75.02590673575129,Zoologists and Wildlife Biologists,32.414063,52.849998,0.21563178692020205,0.19664967078260237
15-1121.00,25.75988217069011,21.307364745005138,0.10448306205319753,73.26424870466322,78.44559585492227,Computer Systems Analysts,45.084431,94.669998,0.21563178692020205,0.19664967078260237
23-1021.00,25.746937455846798,20.528645930495433,0.12709780136057489,73.16062176165804,73.78238341968913,"Administrative Law Judges, Adjudicators, and Hearing Officers",40.277645,81.519997,0.21563178692020205,0.19664967078260237
51-4011.00,25.731197540442746,22.746034629588262,0.06561941365752068,73.05699481865285,85.07772020725389,"Computer-Controlled Machine Tool Operators, Metal and Plastic",28.458944,30.07,0.21563178692020205,0.19664967078260237
19-4099.03,25.72948031471843,21.967132828010516,0.08563583413832024,72.95336787564767,81.86528497409327,Remote Sensing Technicians,43.026588,88.870003,0.21563178692020205,0.19664967078260237
13-1199.02,25.665307525384605,19.95055256222911,0.1432229745349213,72.84974093264249,70.46632124352331,Security Management Specialists,40.186668,80.800003,0.21563178692020205,0.19664967078260237
17-3024.00,25.640847275188584,22.355715522555354,0.07347409098399829,72.74611398963731,83.3160621761658,Electro-Mechanical Technicians,31.679388,49.529999,0.21563178692020205,0.19664967078260237
29-1199.05,25.63057900532277,20.196438469761794,0.13453214891568624,72.64248704663213,71.81347150259067,Orthoptists,36.589394,67.239998,0.21563178692020205,0.19664967078260237
49-2022.00,25.627436110070082,21.81193212846718,0.08746368636970069,72.53886010362694,81.139896373057,"Telecommunications Equipment Installers and Repairers, Except Line Installers",27.014309,21.58,0.21563178692020205,0.19664967078260237
11-9199.04,25.615245372607003,18.525577725599014,0.19134808511832108,72.43523316062176,60.41450777202073,Supply Chain Managers,37.757633,71.790001,0.21563178692020205,0.19664967078260237
17-2071.00,25.59522584936838,21.00447222677337,0.10928038498257057,72.33160621761658,76.89119170984456,Electrical Engineers,43.361713,89.800003,0.21563178692020205,0.19664967078260237
53-5022.00,25.587566033796552,21.88448475624635,0.08460517391192524,72.2279792746114,81.34715025906736,Motorboat Operators,24.985434,10.92,0.21563178692020205,0.19664967078260237
13-1121.00,25.56292810927497,18.47024284910255,0.19200303206941985,72.12435233160622,60.0,"Meeting, Convention, and Event Planners",29.675077,37.939999,0.21563178692020205,0.19664967078260237
19-4041.02,25.552484811668837,22.64406955224133,0.06422024214149327,72.02072538860104,84.97409326424871,Geological Sample Test Technicians,36.194851,66.410004,0.21563178692020205,0.19664967078260237
51-8099.01,25.53042297020455,21.20549717701312,0.10197652422598398,71.91709844559585,77.92746113989638,Biofuels Processing Technicians,25.211609,11.96,0.21563178692020205,0.19664967078260237
19-4093.00,25.50280780034489,21.024689964067946,0.10649664380141231,71.81347150259067,77.09844559585493,Forest and Conservation Technicians,27.028757,21.790001,0.21563178692020205,0.19664967078260237
51-8099.04,25.49338031553568,21.969925156597434,0.08018814661005293,71.70984455958549,81.96891191709845,Hydroelectric Plant Technicians,28.567537,30.799999,0.21563178692020205,0.19664967078260237
11-9199.09,25.480728894462864,18.896252202986577,0.17422705361742583,71.60621761658031,62.69430051813472,Wind Energy Operations Managers,29.468954,36.59,0.21563178692020205,0.19664967078260237
11-3021.00,25.475115984516698,19.235818548377775,0.16217915084942156,71.50259067357513,65.5958549222798,Computer and Information Systems Managers,37.655148,71.379997,0.21563178692020205,0.19664967078260237
53-5011.00,25.458845064942434,21.715511108663158,0.08619032583547878,71.39896373056995,80.82901554404145,Sailors and Marine Oilers,23.777988,5.8499999,0.21563178692020205,0.19664967078260237
51-1011.00,25.40659608912651,19.39288864530832,0.15504929548680396,71.29533678756476,66.73575129533678,First-Line Supervisors of Production and Operating Workers,28.099785,28.110001,0.21563178692020205,0.19664967078260237
15-2031.00,25.400915416101444,21.561624447435655,0.08903065207413911,71.19170984455958,79.89637305699482,Operations Research Analysts,49.971851,99.330002,0.21563178692020205,0.19664967078260237
29-1126.00,25.360584702862003,19.932862445004492,0.13615009567323302,71.0880829015544,70.36269430051813,Respiratory Therapists,27.866734,26.860001,0.21563178692020205,0.19664967078260237
13-1151.00,25.322417046510942,17.826123144718444,0.2102614752780252,70.98445595854922,55.44041450777202,Training and Development Specialists,33.214733,55.330002,0.21563178692020205,0.19664967078260237
19-3022.00,25.293336912388746,20.041630011599544,0.13101995440863995,70.88082901554404,70.88082901554404,Survey Researchers,41.746861,86.389999,0.21563178692020205,0.19664967078260237
25-1041.00,25.282994347534945,18.815432284015802,0.171868548271769,70.77720207253886,61.968911917098445,"Agricultural Sciences Teachers, Postsecondary",33.372009,55.950001,0.21563178692020205,0.19664967078260237
25-1052.00,25.275967443971446,20.03364963829643,0.13083781288791657,70.67357512953367,70.67357512953367,"Chemistry Teachers, Postsecondary",41.149368,84.419998,0.21563178692020205,0.19664967078260237
41-3031.01,25.202491837254197,18.882338080471314,0.16735622807536157,70.56994818652849,62.27979274611399,"Sales Agents, Securities and Commodities",38.238449,73.760002,0.21563178692020205,0.19664967078260237
25-1054.00,25.20194828938483,19.474399108436838,0.14705329671678197,70.46632124352331,67.56476683937824,"Physics Teachers, Postsecondary",38.054867,72.830002,0.21563178692020205,0.19664967078260237
25-1051.00,25.191192174264057,19.38187395320325,0.14986471986886224,70.36269430051813,66.6321243523316,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",38.192425,73.550003,0.21563178692020205,0.19664967078260237
13-1199.01,25.17112559191918,20.78748084603403,0.105439537824553,70.25906735751295,75.5440414507772,Energy Auditors,31.842213,50.779999,0.21563178692020205,0.19664967078260237
17-3026.00,25.132059867512726,20.868791266582864,0.1021445982776353,70.15544041450777,76.37305699481865,Industrial Engineering Technicians,39.532822,78.519997,0.21563178692020205,0.19664967078260237
11-9121.02,25.12550402287601,20.07292551406939,0.12585555865449705,70.05181347150258,71.0880829015544,Water Resource Specialists,42.442249,87.730003,0.21563178692020205,0.19664967078260237
19-3011.01,25.113195155014367,20.28557020917221,0.11899160082912841,69.94818652849742,72.43523316062176,Environmental Economists,44.309864,92.699997,0.21563178692020205,0.19664967078260237
53-1011.00,25.03307408916962,20.406819776537297,0.11335069264323466,69.84455958549223,72.95336787564767,Aircraft Cargo Handling Supervisors,25.655823,14.54,0.21563178692020205,0.19664967078260237
15-1142.00,24.99077120425054,20.65188329279069,0.10504823821502275,69.74093264248705,74.61139896373057,Network and Computer Systems Administrators,40.597359,82.349998,0.21563178692020205,0.19664967078260237
29-1125.00,24.981615374272142,17.431547601670133,0.21656332372573245,69.63730569948187,52.84974093264249,Recreational Therapists,23.9081,6.0599999,0.21563178692020205,0.19664967078260237
15-1199.04,24.940882425246926,20.6062558962647,0.10517744103546649,69.53367875647669,74.4041450777202,Geospatial Information Scientists and Technologists,44.814358,93.940002,0.21563178692020205,0.19664967078260237
27-3021.00,24.909705657598852,19.701575215810085,0.13217548304486224,69.43005181347151,68.60103626943005,Broadcast News Analysts,38.800053,75.309998,0.21563178692020205,0.19664967078260237
11-9013.02,24.909314579999716,19.417670264885643,0.14140842439386261,69.32642487046633,66.83937823834196,Farm and Ranch Managers,27.73056,26.24,0.21563178692020205,0.19664967078260237
33-3012.00,24.88442956239429,19.219175955425353,0.1473854451436482,69.22279792746114,65.28497409326425,Correctional Officers and Jailers,21.687778,2.02,0.21563178692020205,0.19664967078260237
29-2011.01,24.81276789522677,21.334370754049587,0.08152096870532101,69.11917098445596,78.75647668393782,Cytogenetic Technologists,43.12302,89.080002,0.21563178692020205,0.19664967078260237
25-2031.00,24.79470334857977,18.263978025857497,0.17878704500947987,69.01554404145078,58.86010362694301,"Secondary School Teachers, Except Special and Career/Technical Education",35.454006,64.230003,0.21563178692020205,0.19664967078260237
13-1041.07,24.784000207449225,19.213000149857724,0.14497996185235948,68.9119170984456,65.18134715025907,Regulatory Affairs Specialists,42.182903,87.419998,0.21563178692020205,0.19664967078260237
19-3031.02,24.73765171436915,17.566394430848685,0.20411864574004102,68.80829015544042,53.575129533678755,Clinical Psychologists,36.968018,68.790001,0.21563178692020205,0.19664967078260237
53-5021.02,24.727589380956665,20.450428248272406,0.1045738769075797,68.70466321243524,73.3678756476684,"Mates- Ship, Boat, and Barge",26.32395,17.440001,0.21563178692020205,0.19664967078260237
11-9039.01,24.72729139042678,17.508080623169732,0.20616796674169233,68.60103626943005,53.36787564766839,Distance Learning Coordinators,35.237038,63.299999,0.21563178692020205,0.19664967078260237
47-5011.00,24.692509922159182,21.41568507169656,0.07650525396437924,68.49740932642487,79.37823834196891,"Derrick Operators, Oil and Gas",22.355051,2.6400001,0.21563178692020205,0.19664967078260237
29-1125.01,24.688188150140846,17.805645445667604,0.19326855421991668,68.39378238341969,55.33678756476684,Art Therapists,31.297623,47.98,0.21563178692020205,0.19664967078260237
11-3071.01,24.675305964134186,17.894373832027185,0.18947106492127005,68.29015544041451,55.64766839378238,Transportation Managers,36.67461,67.339996,0.21563178692020205,0.19664967078260237
29-1124.00,24.671868205916287,19.910245210943614,0.1195772062203296,68.18652849740933,69.94818652849742,Radiation Therapists,28.371704,29.66,0.21563178692020205,0.19664967078260237
53-4031.00,24.652536409520657,19.84932839688188,0.12099170099360407,68.08290155440415,69.74093264248705,Railroad Conductors and Yardmasters,26.362608,17.65,0.21563178692020205,0.19664967078260237
53-4041.00,24.644526487218695,21.436392315784165,0.0748291532496421,67.97927461139896,79.58549222797927,Subway and Streetcar Operators,25.805902,14.96,0.21563178692020205,0.19664967078260237
13-1075.00,24.633721685119458,17.08549793337382,0.22089563269330817,67.87564766839378,49.84455958549223,Labor Relations Specialists,34.524918,59.990002,0.21563178692020205,0.19664967078260237
25-1021.00,24.589988410453127,18.885270801561408,0.1510361611658771,67.7720207253886,62.38341968911917,"Computer Science Teachers, Postsecondary",37.81081,71.889999,0.21563178692020205,0.19664967078260237
39-9011.01,24.467747722754087,18.013938127782144,0.17913377822194526,67.66839378238342,56.89119170984456,Nannies,24.151176,6.7800002,0.21563178692020205,0.19664967078260237
25-2053.00,24.457104139834573,17.700959369909345,0.1908412032573304,67.56476683937824,54.40414507772021,"Special Education Teachers, Middle School",36.331173,66.610001,0.21563178692020205,0.19664967078260237
19-4031.00,24.450371028726792,20.451820120090915,0.09775538033184356,67.46113989637306,73.47150259067358,Chemical Technicians,34.644516,60.509998,0.21563178692020205,0.19664967078260237
21-1011.00,24.43083692113144,17.4785146755334,0.19888195234718573,67.35751295336787,53.16062176165803,Substance Abuse and Behavioral Disorder Counselors,31.78306,50.16,0.21563178692020205,0.19664967078260237
15-1199.02,24.428032070035215,19.811158045236105,0.11652206333060142,67.25388601036269,69.32642487046633,Computer Systems Engineers/Architects,44.350643,93.120003,0.21563178692020205,0.19664967078260237
17-2111.03,24.415381751136977,20.67048555851115,0.0905855883749149,67.15025906735751,74.81865284974093,Product Safety Engineers,46.30862,97.57,0.21563178692020205,0.19664967078260237
25-2052.00,24.404223060332242,17.090090771561236,0.2139875202108957,67.04663212435233,50.05181347150259,"Special Education Teachers, Kindergarten and Elementary School",29.151426,35.040001,0.21563178692020205,0.19664967078260237
11-9199.10,24.385496692688545,18.246582672985745,0.1682209246992733,66.94300518134715,58.54922279792746,Wind Energy Project Managers,37.343559,70.129997,0.21563178692020205,0.19664967078260237
13-1111.00,24.363960360250033,18.37675929153259,0.1629014390876892,66.83937823834196,59.37823834196891,Management Analysts,40.822216,83.279999,0.21563178692020205,0.19664967078260237
51-6092.00,24.35673752873932,20.66245759118535,0.08939594724516112,66.73575129533678,74.71502590673575,Fabric and Apparel Patternmakers,35.5214,64.650002,0.21563178692020205,0.19664967078260237
49-9097.00,24.356258445132774,21.663428934776352,0.06215150700436014,66.6321243523316,80.41450777202073,Signal and Track Switch Repairers,29.713476,38.25,0.21563178692020205,0.19664967078260237
45-1011.08,24.34994004382681,18.49493679340105,0.15828665206671083,66.52849740932642,60.310880829015545,First-Line Supervisors of Animal Husbandry and Animal Care Workers,25.876732,15.27,0.21563178692020205,0.19664967078260237
45-1011.07,24.332811718228832,18.922184398063497,0.14297047334342283,66.42487046632124,63.21243523316062,First-Line Supervisors of Agricultural Crop and Horticultural Workers,24.571857,8.4399996,0.21563178692020205,0.19664967078260237
47-2221.00,24.32476604155243,20.63179456415452,0.0894970979357763,66.32124352331606,74.50777202072538,Structural Iron and Steel Workers,20.562588,0.67000002,0.21563178692020205,0.19664967078260237
17-3027.01,24.3185621094188,21.37939871603051,0.06873821458749607,66.21761658031087,78.96373056994818,Automotive Engineering Technicians,34.616585,60.299999,0.21563178692020205,0.19664967078260237
53-7032.00,24.30677971804291,20.995977895697628,0.07884371565812406,66.11398963730569,76.78756476683938,Excavating and Loading Machine and Dragline Operators,23.651327,5.4299998,0.21563178692020205,0.19664967078260237
33-2022.00,24.28962867074309,19.276442639009623,0.1300340038256933,66.01036269430051,65.90673575129534,Forest Fire Inspectors and Prevention Specialists,32.175579,51.810001,0.21563178692020205,0.19664967078260237
29-2032.00,24.286517663470317,19.443346039001394,0.1245457344315636,65.90673575129534,67.15025906735751,Diagnostic Medical Sonographers,29.096703,34.52,0.21563178692020205,0.19664967078260237
49-9021.02,24.266726690106385,20.202525872806284,0.10058645247846808,65.80310880829016,71.91709844559585,Refrigeration Mechanics and Installers,27.272419,23.24,0.21563178692020205,0.19664967078260237
15-1199.11,24.242267666830518,19.290244464920676,0.12835563621070487,65.69948186528498,66.01036269430051,Video Game Designers,43.817524,91.459999,0.21563178692020205,0.19664967078260237
41-1012.00,24.216500018471375,16.936566366716843,0.21491763720363075,65.5958549222798,48.80829015544042,First-Line Supervisors of Non-Retail Sales Workers,34.754677,60.82,0.21563178692020205,0.19664967078260237
27-2012.01,24.2095575326193,17.711318277665473,0.18344877419848277,65.49222797927462,54.50777202072539,Producers,35.081631,62.369999,0.21563178692020205,0.19664967078260237
29-2054.00,24.18215263898083,19.102044325520943,0.13297289616988017,65.38860103626943,64.35233160621762,Respiratory Therapy Technicians,29.640696,37.630001,0.21563178692020205,0.19664967078260237
25-2059.01,24.179500358091477,17.447361785696657,0.1929271214492103,65.28497409326425,53.056994818652846,Adapted Physical Education Specialists,22.204605,2.4300001,0.21563178692020205,0.19664967078260237
17-3011.01,24.176816366060578,20.22214945808071,0.09778057758344758,65.18134715025907,72.02072538860104,Architectural Drafters,43.434856,90.110001,0.21563178692020205,0.19664967078260237
29-2056.00,24.13539649227985,19.731096851344997,0.11160807921924083,65.07772020725389,68.9119170984456,Veterinary Technologists and Technicians,29.142097,34.939999,0.21563178692020205,0.19664967078260237
19-4021.00,24.10949353097127,21.93901028321379,0.04946629815425598,64.97409326424871,81.76165803108809,Biological Technicians,41.664417,86.279999,0.21563178692020205,0.19664967078260237
25-2022.00,24.10336271246724,17.581648896567323,0.1854693451753899,64.87046632124353,53.78238341968912,"Middle School Teachers, Except Special and Career/Technical Education",35.180431,63.099998,0.21563178692020205,0.19664967078260237
25-1063.00,24.084689911622924,19.054158227773872,0.13200613807532072,64.76683937823834,63.83419689119171,"Economics Teachers, Postsecondary",40.588257,82.139999,0.21563178692020205,0.19664967078260237
47-4041.00,24.052738524098192,20.063370273849372,0.09941919517501431,64.66321243523316,70.98445595854922,Hazardous Materials Removal Workers,27.5079,24.59,0.21563178692020205,0.19664967078260237
17-3029.05,24.039664433116073,19.496699064068547,0.11650601350820418,64.55958549222798,67.7720207253886,Industrial Engineering Technologists,40.369213,81.730003,0.21563178692020205,0.19664967078260237
17-3021.00,24.032686231434955,20.518092873965248,0.08564619965068151,64.4559585492228,73.67875647668394,Aerospace Engineering and Operations Technicians,38.689198,74.690002,0.21563178692020205,0.19664967078260237
11-3071.03,24.01838489746872,17.424353171624382,0.18921883816561816,64.35233160621762,52.64248704663213,Logistics Managers,37.75354,71.690002,0.21563178692020205,0.19664967078260237
15-1141.00,24.01829268625836,19.814606844341725,0.10607542897367757,64.24870466321244,69.43005181347151,Database Administrators,46.377911,97.669998,0.21563178692020205,0.19664967078260237
17-2199.11,23.994558458810406,19.715983985834143,0.10850522287019515,64.14507772020725,68.80829015544042,Solar Energy Systems Engineers,38.046658,72.720001,0.21563178692020205,0.19664967078260237
25-1061.00,23.993618652831138,18.263936162147456,0.15685782187956337,64.04145077720207,58.75647668393783,"Anthropology and Archeology Teachers, Postsecondary",41.240829,84.519997,0.21563178692020205,0.19664967078260237
15-1199.08,23.98926188613302,18.8058862503674,0.13781258609028202,63.93782383419689,61.865284974093264,Business Intelligence Analysts,44.263916,92.489998,0.21563178692020205,0.19664967078260237
25-1112.00,23.974331858606188,17.970290475106655,0.16705465590043275,63.83419689119171,56.58031088082902,"Law Teachers, Postsecondary",38.82283,75.519997,0.21563178692020205,0.19664967078260237
47-5012.00,23.955131940326368,19.487918635417646,0.11461494140246299,63.73056994818653,67.66839378238342,"Rotary Drill Operators, Oil and Gas",25.074692,11.34,0.21563178692020205,0.19664967078260237
13-2099.04,23.944315238872544,18.235746077727477,0.15652140408220877,63.626943005181346,58.44559585492228,"Fraud Examiners, Investigators and Analysts",41.572708,85.970001,0.21563178692020205,0.19664967078260237
15-1143.00,23.934062256376205,19.20150095338407,0.12323415014486332,63.523316062176164,65.07772020725389,Computer Network Architects,42.918831,88.559998,0.21563178692020205,0.19664967078260237
11-9039.02,23.932537917323156,17.192931963680934,0.19599932018224828,63.41968911917098,50.77720207253886,Fitness and Wellness Coordinators,25.394087,12.99,0.21563178692020205,0.19664967078260237
43-9111.01,23.901232084111385,20.035528516267355,0.09647121523910311,63.3160621761658,70.77720207253886,Bioinformatics Technicians,48.682163,98.910004,0.21563178692020205,0.19664967078260237
29-2031.00,23.893293389775316,19.43648518673325,0.11465056979757192,63.21243523316062,67.04663212435233,Cardiovascular Technologists and Technicians,30.820145,46.119999,0.21563178692020205,0.19664967078260237
25-1123.00,23.870620669176795,18.0556851852796,0.16102782653294104,63.10880829015544,57.2020725388601,"English Language and Literature Teachers, Postsecondary",41.339336,84.830002,0.21563178692020205,0.19664967078260237
47-4011.00,23.84127791299279,19.916242336476973,0.09853855737954748,63.005181347150256,70.05181347150258,Construction and Building Inspectors,37.449917,70.650002,0.21563178692020205,0.19664967078260237
29-1024.00,23.821813958064528,18.476806326821894,0.14464100388072867,62.90155440414508,60.20725388601036,Prosthodontists,29.664949,37.84,0.21563178692020205,0.19664967078260237
25-1042.00,23.817316396627724,18.352437238632053,0.14888701394090717,62.7979274611399,59.170984455958546,"Biological Science Teachers, Postsecondary",38.041378,72.620003,0.21563178692020205,0.19664967078260237
53-4013.00,23.797625733653227,20.590617876216957,0.0778754643672083,62.69430051813472,74.19689119170984,"Rail Yard Engineers, Dinkey Operators, and Hostlers",25.545759,14.23,0.21563178692020205,0.19664967078260237
23-1022.00,23.78620367803004,16.248213221240746,0.23196367360981981,62.590673575129536,43.93782383419689,"Arbitrators, Mediators, and Conciliators",34.98637,62.16,0.21563178692020205,0.19664967078260237
13-1161.00,23.754297951692084,19.295722582866574,0.11553273917776093,62.487046632124354,66.21761658031087,Market Research Analysts and Marketing Specialists,45.583447,96.220001,0.21563178692020205,0.19664967078260237
17-2199.05,23.720922330942216,19.361270235906538,0.11258693365455083,62.38341968911917,66.32124352331606,Mechatronics Engineers,42.028214,87.220001,0.21563178692020205,0.19664967078260237
11-9013.01,23.716305048403743,17.56667386916944,0.1750368688186121,62.27979274611399,53.67875647668394,Nursery and Greenhouse Managers,28.319115,29.450001,0.21563178692020205,0.19664967078260237
29-2035.00,23.71126637894468,19.22825908822991,0.11657340558352809,62.17616580310881,65.49222797927462,Magnetic Resonance Imaging Technologists,30.331141,42.490002,0.21563178692020205,0.19664967078260237
51-4023.00,23.70527370689787,20.76529343738273,0.07079072295271396,62.07253886010363,75.44041450777202,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",25.363382,12.58,0.21563178692020205,0.19664967078260237
11-9031.00,23.702142554284002,16.86539458600252,0.20268568083060626,61.968911917098445,48.18652849740933,"Education Administrators, Preschool and Childcare Center/Program",33.233479,55.43,0.21563178692020205,0.19664967078260237
25-1011.00,23.69509552367014,17.927210502435106,0.16086956251368742,61.865284974093264,56.06217616580311,"Business Teachers, Postsecondary",38.364677,74.07,0.21563178692020205,0.19664967078260237
49-9099.01,23.680761290677253,20.94304269662034,0.06536105172766307,61.76165803108808,76.58031088082902,Geothermal Technicians,30.967165,46.84,0.21563178692020205,0.19664967078260237
25-1121.00,23.67314028827705,17.360102065853482,0.18182606871998244,61.6580310880829,52.12435233160622,"Art, Drama, and Music Teachers, Postsecondary",34.578373,60.200001,0.21563178692020205,0.19664967078260237
17-3029.11,23.66763756098412,19.810044022481172,0.09736458773451512,61.55440414507772,69.22279792746114,Nanotechnology Engineering Technologists,41.022873,83.699997,0.21563178692020205,0.19664967078260237
13-2099.01,23.661194357683787,18.9144816574561,0.1254782654420913,61.45077720207254,63.005181347150256,Financial Quantitative Analysts,43.420826,89.910004,0.21563178692020205,0.19664967078260237
15-1199.05,23.650603907379416,19.889942389946032,0.09453676244266862,61.347150259067355,69.84455958549223,Geographic Information Systems Technicians,45.614429,96.43,0.21563178692020205,0.19664967078260237
25-4021.00,23.643600075548804,18.650541379572797,0.1338582777399885,61.24352331606217,60.932642487046635,Librarians,39.209248,77.379997,0.21563178692020205,0.19664967078260237
49-2092.00,23.595805538789875,20.546665476849054,0.07420036271521623,61.13989637305699,73.98963730569949,"Electric Motor, Power Tool, and Related Repairers",28.980949,33.490002,0.21563178692020205,0.19664967078260237
51-8092.00,23.59310456667332,20.410310949346705,0.07797023830811584,61.03626943005181,73.05699481865285,Gas Plant Operators,30.602787,44.669998,0.21563178692020205,0.19664967078260237
27-1014.00,23.58708307503988,18.84821189903167,0.12571142560880452,60.932642487046635,62.07253886010363,Multimedia Artists and Animators,39.734829,79.139999,0.21563178692020205,0.19664967078260237
47-5013.00,23.57173140991418,20.023980536174218,0.08858755299254288,60.829015544041454,70.56994818652849,"Service Unit Operators, Oil, Gas, and Mining",24.963654,10.71,0.21563178692020205,0.19664967078260237
49-9021.01,23.54740717191715,19.917641929561267,0.09111935175841969,60.72538860103627,70.15544041450777,Heating and Air Conditioning Mechanics and Installers,27.116573,22.309999,0.21563178692020205,0.19664967078260237
19-1031.03,23.49859993123864,18.3611015498247,0.13990169292056967,60.62176165803109,59.27461139896373,Park Naturalists,29.340954,35.869999,0.21563178692020205,0.19664967078260237
17-2199.02,23.482763869534697,19.086658437934624,0.11516173577201026,60.51813471502591,64.14507772020725,Validation Engineers,41.057941,83.900002,0.21563178692020205,0.19664967078260237
47-1011.00,23.446288359218677,17.72355147040218,0.16144441756984484,60.41450777202073,54.61139896373057,First-Line Supervisors of Construction Trades and Extraction Workers,27.349213,23.65,0.21563178692020205,0.19664967078260237
11-9199.02,23.44114072355148,16.838015120630107,0.19607790929083915,60.310880829015545,48.082901554404145,Compliance Managers,37.039371,69.099998,0.21563178692020205,0.19664967078260237
25-1113.00,23.424559619454772,16.5648686958755,0.20705539686189225,60.20725388601036,45.90673575129534,"Social Work Teachers, Postsecondary",35.17942,62.990002,0.21563178692020205,0.19664967078260237
29-1122.01,23.407246199195793,17.591552960558786,0.16529789188243077,60.10362694300518,53.98963730569948,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",31.924131,51.09,0.21563178692020205,0.19664967078260237
13-2099.02,23.37757590722818,19.07612192631373,0.11274445606737804,60.0,63.93782383419689,Risk Management Specialists,46.139168,97.150002,0.21563178692020205,0.19664967078260237
51-9082.00,23.37358730779583,19.158703853960077,0.10999918068477639,59.89637305699482,64.76683937823834,Medical Appliance Technicians,28.633932,31.52,0.21563178692020205,0.19664967078260237
25-1043.00,23.369747746845952,17.278138195667402,0.17628084352010967,59.79274611398964,51.295336787564764,"Forestry and Conservation Science Teachers, Postsecondary",36.933777,68.480003,0.21563178692020205,0.19664967078260237
17-3023.03,23.34857017532279,19.56888916049725,0.09657372433933026,59.689119170984455,68.08290155440415,Electrical Engineering Technicians,37.146507,69.510002,0.21563178692020205,0.19664967078260237
15-2041.02,23.31542794313923,18.775182569544835,0.12091081822445537,59.58549222797927,61.6580310880829,Clinical Data Managers,46.527576,97.879997,0.21563178692020205,0.19664967078260237
33-9021.00,23.314822607227107,19.226670696434095,0.10631460785228992,59.48186528497409,65.38860103626943,Private Detectives and Investigators,39.288395,77.800003,0.21563178692020205,0.19664967078260237
