ai_app_id,ability_id,r,r_mean,r_sd,r_min,r_max,n,r_range
13,1,0.78,0.77,0.017320508075688787,0.75,0.78,3,0.030000000000000027
13,2,0.75,0.75,0.0,0.75,0.75,3,0.0
13,3,0.75,0.75,0.0,0.75,0.75,3,0.0
13,4,0.75,0.7666666666666666,0.028867513459481322,0.75,0.8,3,0.050000000000000044
13,5,0.72,0.73,0.017320508075688787,0.72,0.75,3,0.030000000000000027
13,6,0.6,0.5833333333333334,0.02886751345948125,0.55,0.6,3,0.04999999999999993
13,7,0.5,0.5,0.0,0.5,0.5,3,0.0
13,8,0.72,0.8066666666666666,0.16772994167212169,0.7,1.0,3,0.30000000000000004
13,9,0.75,0.7399999999999999,0.017320508075688787,0.72,0.75,3,0.030000000000000027
13,10,0.6,0.6,0.0,0.6,0.6,3,0.0
13,11,0.55,0.5666666666666668,0.07637626158259736,0.5,0.65,3,0.15000000000000002
13,12,0.4,0.3666666666666667,0.10408329997330663,0.25,0.45,3,0.2
13,13,0.25,0.19999999999999998,0.13228756555322954,0.05,0.3,3,0.25
13,14,0.75,0.65,0.17320508075688773,0.45,0.75,3,0.3
13,15,0.35,0.3333333333333333,0.07637626158259733,0.25,0.4,3,0.15000000000000002
13,16,0.1,0.08333333333333333,0.028867513459481284,0.05,0.1,3,0.05
13,17,0.15,0.11666666666666665,0.057735026918962574,0.05,0.15,3,0.09999999999999999
13,18,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
13,19,0.1,0.11666666666666665,0.02886751345948128,0.1,0.15,3,0.04999999999999999
13,20,0.3,0.26666666666666666,0.05773502691896256,0.2,0.3,3,0.09999999999999998
13,21,0.25,0.26666666666666666,0.02886751345948128,0.25,0.3,3,0.04999999999999999
13,22,0.0,0.0,0.0,0.0,0.0,3,0.0
13,23,0.0,0.0,0.0,0.0,0.0,3,0.0
13,24,0.0,0.0,0.0,0.0,0.0,3,0.0
13,25,0.0,0.0,0.0,0.0,0.0,3,0.0
13,26,0.0,0.0,0.0,0.0,0.0,3,0.0
13,27,0.02,0.013333333333333334,0.011547005383792516,0.0,0.02,3,0.02
13,28,0.0,0.0,0.0,0.0,0.0,3,0.0
13,29,0.03,0.02,0.017320508075688773,0.0,0.03,3,0.03
13,30,0.0,0.0,0.0,0.0,0.0,3,0.0
13,31,0.0,0.0,0.0,0.0,0.0,3,0.0
13,32,0.0,0.0,0.0,0.0,0.0,3,0.0
13,33,0.0,0.0,0.0,0.0,0.0,3,0.0
13,34,0.0,0.0,0.0,0.0,0.0,3,0.0
13,35,0.0,0.0,0.0,0.0,0.0,3,0.0
13,36,0.0,0.0,0.0,0.0,0.0,3,0.0
13,37,0.0,0.0,0.0,0.0,0.0,3,0.0
13,38,0.0,0.0,0.0,0.0,0.0,3,0.0
13,39,0.0,0.0,0.0,0.0,0.0,3,0.0
13,40,0.0,0.0,0.0,0.0,0.0,3,0.0
13,41,0.03,0.03,0.0,0.03,0.03,3,0.0
13,42,0.0,0.0,0.0,0.0,0.0,3,0.0
13,43,0.0,0.0,0.0,0.0,0.0,3,0.0
13,44,0.0,0.0,0.0,0.0,0.0,3,0.0
13,45,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
13,46,0.0,0.0,0.0,0.0,0.0,3,0.0
13,47,0.0,0.0,0.0,0.0,0.0,3,0.0
13,48,0.25,0.25,0.04999999999999999,0.2,0.3,3,0.09999999999999998
13,49,0.4,0.4166666666666667,0.028867513459481273,0.4,0.45,3,0.04999999999999999
13,50,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
13,51,0.85,0.8333333333333334,0.028867513459481298,0.8,0.85,3,0.04999999999999993
13,52,0.7,0.7066666666666667,0.011547005383792533,0.7,0.72,3,0.020000000000000018
13,53,0.6,0.6,0.0,0.6,0.6,3,0.0
13,54,0.45,0.43333333333333335,0.02886751345948128,0.4,0.45,3,0.04999999999999999
13,55,0.6,0.6166666666666667,0.028867513459481322,0.6,0.65,3,0.050000000000000044
13,56,0.55,0.5333333333333333,0.028867513459481298,0.5,0.55,3,0.050000000000000044
13,57,0.7,0.6833333333333332,0.028867513459481266,0.65,0.7,3,0.04999999999999993
13,58,0.62,0.6233333333333334,0.025166114784235843,0.6,0.65,3,0.050000000000000044
